season,name,team,enginemanufacturer,"accidents per driver, per season","failures per driver, per season"
2015,Sebastian Vettel,Ferrari,Ferrari,1.0,0.0
2015,Sergio Perez,ForceIndia,Mercedes,0.0,1.0
2015,Marcus Ericsson,Sauber,Ferrari,2.0,1.0
2015,Pastor Maldonado,LotusF1,Mercedes,5.0,4.0
2015,Romain Grosjean,LotusF1,Mercedes,3.0,3.0
2015,Carlos Sainz Jnr,ToroRosso,Renault,0.0,7.0
2015,Felipe Nasr,Sauber,Ferrari,0.0,1.0
2015,Max Verstappen,ToroRosso,Renault,2.0,2.0
2015,Fernando Alonso,McLaren,Honda,1.0,6.0
2015,Daniil Kvyat,RedBull,Renault,1.0,1.0
2015,Valtteri Bottas,Williams,Mercedes,0.0,1.0
2015,Roberto Merhi,ManorMarussia,Ferrari,0.0,1.0
2015,Will Stevens,ManorMarussia,Ferrari,1.0,1.0
2015,Lewis Hamilton,Mercedes,Mercedes,0.0,1.0
2015,Daniel Ricciardo,RedBull,Renault,0.0,2.0
2015,Nico Rosberg,Mercedes,Mercedes,0.0,1.0
2015,Nico Hulkenberg,ForceIndia,Mercedes,3.0,3.0
2015,Felipe Massa,Williams,Mercedes,0.0,2.0
2015,Jenson Button,McLaren,Honda,1.0,4.0
2015,Kimi Raikkonen,Ferrari,Ferrari,2.0,3.0
2015,Sebastian Vettel,Ferrari,Ferrari,1.0,0.0
2015,Sergio Perez,ForceIndia,Mercedes,0.0,1.0
2015,Marcus Ericsson,Sauber,Ferrari,2.0,1.0
2015,Pastor Maldonado,LotusF1,Mercedes,5.0,4.0
2015,Romain Grosjean,LotusF1,Mercedes,3.0,3.0
2015,Carlos Sainz Jnr,ToroRosso,Renault,0.0,7.0
2015,Felipe Nasr,Sauber,Ferrari,0.0,1.0
2015,Max Verstappen,ToroRosso,Renault,2.0,2.0
2015,Fernando Alonso,McLaren,Honda,1.0,6.0
2015,Daniil Kvyat,RedBull,Renault,1.0,1.0
2015,Valtteri Bottas,Williams,Mercedes,0.0,1.0
2015,Roberto Merhi,ManorMarussia,Ferrari,0.0,1.0
2015,Will Stevens,ManorMarussia,Ferrari,1.0,1.0
2015,Lewis Hamilton,Mercedes,Mercedes,0.0,1.0
2015,Daniel Ricciardo,RedBull,Renault,0.0,2.0
2015,Nico Rosberg,Mercedes,Mercedes,0.0,1.0
2015,Nico Hulkenberg,ForceIndia,Mercedes,3.0,3.0
2015,Felipe Massa,Williams,Mercedes,0.0,2.0
2015,Jenson Button,McLaren,Honda,1.0,4.0
2015,Kimi Raikkonen,Ferrari,Ferrari,2.0,3.0
2015,Sebastian Vettel,Ferrari,Ferrari,1.0,0.0
2015,Sergio Perez,ForceIndia,Mercedes,0.0,1.0
2015,Marcus Ericsson,Sauber,Ferrari,2.0,1.0
2015,Pastor Maldonado,LotusF1,Mercedes,5.0,4.0
2015,Romain Grosjean,LotusF1,Mercedes,3.0,3.0
2015,Carlos Sainz Jnr,ToroRosso,Renault,0.0,7.0
2015,Felipe Nasr,Sauber,Ferrari,0.0,1.0
2015,Max Verstappen,ToroRosso,Renault,2.0,2.0
2015,Fernando Alonso,McLaren,Honda,1.0,6.0
2015,Daniil Kvyat,RedBull,Renault,1.0,1.0
2015,Valtteri Bottas,Williams,Mercedes,0.0,1.0
2015,Will Stevens,ManorMarussia,Ferrari,1.0,1.0
2015,Alexander Rossi,ManorMarussia,Ferrari,0.0,0.0
2015,Lewis Hamilton,Mercedes,Mercedes,0.0,1.0
2015,Daniel Ricciardo,RedBull,Renault,0.0,2.0
2015,Nico Rosberg,Mercedes,Mercedes,0.0,1.0
2015,Nico Hulkenberg,ForceIndia,Mercedes,3.0,3.0
2015,Felipe Massa,Williams,Mercedes,0.0,2.0
2015,Jenson Button,McLaren,Honda,1.0,4.0
2015,Kimi Raikkonen,Ferrari,Ferrari,2.0,3.0
2015,Sebastian Vettel,Ferrari,Ferrari,1.0,0.0
2015,Sergio Perez,ForceIndia,Mercedes,0.0,1.0
2015,Marcus Ericsson,Sauber,Ferrari,2.0,1.0
2015,Pastor Maldonado,LotusF1,Mercedes,5.0,4.0
2015,Romain Grosjean,LotusF1,Mercedes,3.0,3.0
2015,Carlos Sainz Jnr,ToroRosso,Renault,0.0,7.0
2015,Felipe Nasr,Sauber,Ferrari,0.0,1.0
2015,Max Verstappen,ToroRosso,Renault,2.0,2.0
2015,Fernando Alonso,McLaren,Honda,1.0,6.0
2015,Daniil Kvyat,RedBull,Renault,1.0,1.0
2015,Valtteri Bottas,Williams,Mercedes,0.0,1.0
2015,Roberto Merhi,ManorMarussia,Ferrari,0.0,1.0
2015,Will Stevens,ManorMarussia,Ferrari,1.0,1.0
2015,Lewis Hamilton,Mercedes,Mercedes,0.0,1.0
2015,Daniel Ricciardo,RedBull,Renault,0.0,2.0
2015,Nico Rosberg,Mercedes,Mercedes,0.0,1.0
2015,Nico Hulkenberg,ForceIndia,Mercedes,3.0,3.0
2015,Felipe Massa,Williams,Mercedes,0.0,2.0
2015,Jenson Button,McLaren,Honda,1.0,4.0
2015,Kimi Raikkonen,Ferrari,Ferrari,2.0,3.0
2015,Sebastian Vettel,Ferrari,Ferrari,1.0,0.0
2015,Sergio Perez,ForceIndia,Mercedes,0.0,1.0
2015,Marcus Ericsson,Sauber,Ferrari,2.0,1.0
2015,Pastor Maldonado,LotusF1,Mercedes,5.0,4.0
2015,Romain Grosjean,LotusF1,Mercedes,3.0,3.0
2015,Carlos Sainz Jnr,ToroRosso,Renault,0.0,7.0
2015,Felipe Nasr,Sauber,Ferrari,0.0,1.0
2015,Max Verstappen,ToroRosso,Renault,2.0,2.0
2015,Fernando Alonso,McLaren,Honda,1.0,6.0
2015,Daniil Kvyat,RedBull,Renault,1.0,1.0
2015,Valtteri Bottas,Williams,Mercedes,0.0,1.0
2015,Will Stevens,ManorMarussia,Ferrari,1.0,1.0
2015,Alexander Rossi,ManorMarussia,Ferrari,0.0,0.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Stoffel Vandoorne,McLaren,Honda,0.0,0.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Rio Haryanto,ManorMarussia,Mercedes,2.0,1.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Esteban Ocon,ManorMarussia,Mercedes,0.0,0.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Esteban Ocon,ManorMarussia,Mercedes,0.0,0.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
2016,Esteban Ocon,ManorMarussia,Mercedes,0.0,0.0
2016,Lewis Hamilton,Mercedes,Mercedes,1.0,1.0
2016,Daniel Ricciardo,RedBull,Renault,0.0,0.0
2016,Nico Rosberg,Mercedes,Mercedes,1.0,0.0
2016,Kevin Magnussen,Renault,Renault,2.0,2.0
2016,Fernando Alonso,McLaren,Honda,1.0,2.0
2016,Nico Hulkenberg,ForceIndia,Mercedes,2.0,2.0
2016,Daniil Kvyat,RedBull,Renault,1.0,5.0
2016,Felipe Massa,Williams,Mercedes,0.0,2.0
2016,Jenson Button,McLaren,Honda,1.0,5.0
2016,Kimi Raikkonen,Ferrari,Ferrari,1.0,2.0
2016,Sebastian Vettel,Ferrari,Ferrari,2.0,1.0
2016,Valtteri Bottas,Williams,Mercedes,0.0,2.0
2016,Sergio Perez,ForceIndia,Mercedes,0.0,0.0
2016,Marcus Ericsson,Sauber,Ferrari,1.0,3.0
2016,Esteban Gutierrez,HaasF1Team,Ferrari,1.0,3.0
2016,Romain Grosjean,HaasF1Team,Ferrari,0.0,3.0
2016,Carlos Sainz Jnr,ToroRosso,Ferrari,0.0,4.0
2016,Felipe Nasr,Sauber,Ferrari,2.0,2.0
2016,Max Verstappen,ToroRosso,Ferrari,1.0,2.0
2016,Jolyon Palmer,Renault,Renault,2.0,2.0
2016,Pascal Wehrlein,ManorMarussia,Mercedes,3.0,2.0
